Frames,Vehicles,Total
571,0,19
572,0,19
573,0,19
574,0,19
575,0,19
576,0,19
577,1,20
578,1,20
579,0,20
580,1,21
581,1,21
582,1,21
583,0,21
584,1,22
585,1,22
586,1,22
587,1,22
588,1,22
589,1,22
590,1,22
591,1,22
592,1,22
593,0,22
594,0,22
595,0,22
596,0,22
597,0,22
598,0,22
599,0,22
600,0,22
601,1,23
602,1,23
603,1,23
604,1,23
605,1,23
606,1,23
607,1,23
608,1,23
609,1,23
610,1,23
611,2,24
612,1,24
613,1,24
614,0,24
615,0,24
616,0,24
617,0,24
618,0,24
619,0,24
620,0,24
621,0,24
622,0,24
623,0,24
624,0,24
625,0,24
626,0,24
627,0,24
628,0,24
629,0,24
630,0,24
631,0,24
632,0,24
633,0,24
634,0,24
635,0,24
636,0,24
637,0,24
638,0,24
639,0,24
640,0,24
641,0,24
642,0,24
643,0,24
644,0,24
645,0,24
646,0,24
647,0,24
648,0,24
649,0,24
650,0,24
651,0,24
652,0,24
653,0,24
654,0,24
655,0,24
656,0,24
657,0,24
658,0,24
659,0,24
660,0,24
661,0,24
662,0,24
663,0,24
664,0,24
665,0,24
666,0,24
667,0,24
668,0,24
669,0,24
670,0,24
671,0,24
672,0,24
673,0,24
674,0,24
675,0,24
676,0,24
677,0,24
678,0,24
679,0,24
680,0,24
681,0,24
682,0,24
683,0,24
684,0,24
685,0,24
686,0,24
687,0,24
688,0,24
689,0,24
690,0,24
691,0,24
692,0,24
693,0,24
694,0,24
695,0,24
696,0,24
697,0,24
698,0,24
699,0,24
700,0,24
701,0,24
702,0,24
703,0,24
704,0,24
705,0,24
706,0,24
707,0,24
708,0,24
709,0,24
710,0,24
711,0,24
712,0,24
713,0,24
714,0,24
715,0,24
716,0,24
717,0,24
718,0,24
719,0,24
720,0,24
721,0,24
722,0,24
723,0,24
724,0,24
725,1,25
726,1,25
727,1,25
728,1,25
729,1,25
730,1,25
731,1,25
732,1,25
733,1,25
734,1,25
735,1,25
736,1,25
737,1,25
738,1,25
739,1,25
740,1,25
741,1,25
742,2,26
743,2,26
744,1,26
745,0,26
746,0,26
747,0,26
748,0,26
749,0,26
750,0,26
751,0,26
752,0,26
753,0,26
754,0,26
755,0,26
756,0,26
757,0,26
758,0,26
759,0,26
760,0,26
761,0,26
762,0,26
763,0,26
764,0,26
765,0,26
766,0,26
767,0,26
768,0,26
769,0,26
770,0,26
771,0,26
772,0,26
773,0,26
774,0,26
775,0,26
776,0,26
777,0,26
778,0,26
779,0,26
780,0,26
781,0,26
782,0,26
783,0,26
784,0,26
785,0,26
786,0,26
787,0,26
788,0,26
789,0,26
790,0,26
791,0,26
792,0,26
793,0,26
794,0,26
795,0,26
796,0,26
797,0,26
798,0,26
799,0,26
800,0,26
801,0,26
802,0,26
803,0,26
804,0,26
805,0,26
806,0,26
807,0,26
808,0,26
809,0,26
810,0,26
811,0,26
812,0,26
813,0,26
814,0,26
815,0,26
816,0,26
817,0,26
818,0,26
819,0,26
820,0,26
821,0,26
822,0,26
823,0,26
824,0,26
825,0,26
826,0,26
827,0,26
828,0,26
829,0,26
830,0,26
831,0,26
832,0,26
833,0,26
834,0,26
835,0,26
836,0,26
837,0,26
838,0,26
839,0,26
840,0,26
841,0,26
842,0,26
843,0,26
844,0,26
845,0,26
846,0,26
847,0,26
848,0,26
849,0,26
850,0,26
851,0,26
852,0,26
853,0,26
854,0,26
855,0,26
856,0,26
857,0,26
858,0,26
859,0,26
860,0,26
861,0,26
862,0,26
863,0,26
864,0,26
865,0,26
866,0,26
867,0,26
868,0,26
869,0,26
870,0,26
871,0,26
872,0,26
873,0,26
874,0,26
875,0,26
876,0,26
877,0,26
878,0,26
879,0,26
880,0,26
881,0,26
882,0,26
883,0,26
884,0,26
885,0,26
886,0,26
887,0,26
888,0,26
889,0,26
890,0,26
891,0,26
892,0,26
893,0,26
894,0,26
895,0,26
896,0,26
897,0,26
898,0,26
899,0,26
900,0,26
901,0,26
902,0,26
903,0,26
904,0,26
905,0,26
906,0,26
907,0,26
908,0,26
909,0,26
910,0,26
911,0,26
912,0,26
913,0,26
914,0,26
915,0,26
916,0,26
917,0,26
918,0,26
919,0,26
920,0,26
921,0,26
922,1,27
923,1,27
924,0,27
925,0,27
926,1,28
927,1,28
928,1,28
929,1,28
930,1,28
931,1,28
932,1,28
933,1,28
934,1,28
935,1,28
936,1,28
937,1,28
938,1,28
939,0,28
940,0,28
941,0,28
942,0,28
943,0,28
944,0,28
945,0,28
946,0,28
947,0,28
948,0,28
949,0,28
950,0,28
951,0,28
952,0,28
953,0,28
954,0,28
955,0,28
956,0,28
957,0,28
958,0,28
959,0,28
960,0,28
961,0,28
962,0,28
963,0,28
964,0,28
965,0,28
966,0,28
967,0,28
968,0,28
969,1,29
970,1,29
971,1,29
972,1,29
973,1,29
974,0,29
975,1,30
976,1,30
977,0,30
978,0,30
979,0,30
980,0,30
981,0,30
982,0,30
983,0,30
984,0,30
985,0,30
986,0,30
987,0,30
988,0,30
989,0,30
990,0,30
991,0,30
992,0,30
993,0,30
994,0,30
995,0,30
996,1,31
997,1,31
998,1,31
999,1,31
1000,1,31
1001,1,31
1002,2,32
1003,2,32
1004,1,32
1005,0,32
1006,1,33
1007,0,33
1008,1,34
1009,0,34
1010,0,34
1011,0,34
1012,0,34
1013,0,34
1014,0,34
1015,0,34
1016,0,34
1017,0,34
1018,0,34
1019,0,34
1020,0,34
1021,1,35
1022,1,35
1023,1,35
1024,1,35
1025,1,35
1026,0,35
1027,0,35
1028,0,35
1029,0,35
1030,0,35
1031,0,35
1032,0,35
1033,0,35
1034,0,35
1035,0,35
1036,0,35
1037,0,35
1038,0,35
1039,0,35
1040,0,35
1041,0,35
1042,0,35
1043,0,35
1044,0,35
1045,0,35
1046,0,35
1047,0,35
1048,0,35
1049,0,35
1050,0,35
1051,0,35
1052,0,35
1053,0,35
1054,0,35
1055,0,35
1056,0,35
1057,0,35
1058,0,35
1059,0,35
1060,0,35
1061,0,35
1062,0,35
1063,0,35
1064,0,35
1065,0,35
1066,0,35
1067,0,35
1068,0,35
1069,0,35
1070,0,35
1071,0,35
1072,0,35
1073,0,35
1074,0,35
1075,0,35
1076,0,35
1077,0,35
1078,0,35
1079,0,35
1080,0,35
1081,0,35
1082,0,35
1083,0,35
1084,0,35
1085,0,35
1086,0,35
1087,0,35
1088,0,35
1089,0,35
1090,0,35
1091,0,35
1092,0,35
1093,0,35
1094,0,35
1095,0,35
1096,0,35
1097,0,35
1098,0,35
1099,0,35
1100,0,35
1101,0,35
1102,0,35
1103,0,35
1104,0,35
1105,0,35
1106,0,35
1107,0,35
1108,0,35
1109,0,35
1110,0,35
1111,0,35
1112,0,35
1113,0,35
1114,0,35
1115,0,35
1116,0,35
1117,0,35
1118,0,35
1119,0,35
1120,0,35
1121,0,35
1122,0,35
1123,0,35
1124,0,35
1125,0,35
1126,0,35
1127,0,35
1128,0,35
1129,0,35
1130,0,35
1131,0,35
1132,0,35
1133,0,35
1134,0,35
1135,0,35
1136,0,35
1137,0,35
1138,0,35
1139,0,35
1140,0,35
1141,0,35
1142,0,35
1143,0,35
1144,0,35
1145,0,35
1146,0,35
1147,0,35
1148,0,35
1149,0,35
1150,0,35
1151,0,35
1152,0,35
1153,0,35
1154,0,35
1155,0,35
1156,0,35
1157,0,35
1158,0,35
1159,0,35
1160,0,35
1161,0,35
1162,0,35
1163,0,35
1164,0,35
1165,0,35
1166,0,35
1167,0,35
1168,0,35
1169,0,35
1170,0,35
1171,0,35
1172,0,35
1173,0,35
1174,0,35
1175,0,35
1176,0,35
1177,0,35
1178,0,35
1179,0,35
1180,0,35
1181,0,35
1182,0,35
1183,0,35
1184,0,35
1185,0,35
1186,0,35
1187,0,35
1188,0,35
1189,0,35
1190,0,35
1191,0,35
1192,0,35
1193,0,35
1194,0,35
1195,0,35
1196,0,35
1197,0,35
1198,0,35
1199,0,35
1200,0,35
1201,0,35
1202,0,35
1203,0,35
1204,0,35
1205,0,35
1206,0,35
1207,0,35
1208,0,35
1209,0,35
1210,0,35
1211,0,35
1212,0,35
1213,0,35
1214,0,35
1215,0,35
1216,0,35
1217,0,35
1218,0,35
1219,0,35
1220,0,35
1221,0,35
1222,0,35
1223,0,35
1224,0,35
1225,0,35
1226,0,35
1227,0,35
1228,0,35
1229,0,35
1230,0,35
1231,0,35
1232,0,35
1233,0,35
1234,0,35
1235,0,35
1236,0,35
1237,0,35
1238,0,35
1239,0,35
1240,0,35
1241,0,35
1242,0,35
1243,0,35
1244,0,35
1245,0,35
1246,0,35
1247,0,35
1248,0,35
1249,0,35
1250,0,35
1251,0,35
1252,0,35
1253,0,35
1254,0,35
1255,0,35
1256,0,35
1257,0,35
1258,0,35
1259,0,35
1260,0,35
1261,0,35
1262,0,35
1263,0,35
1264,0,35
1265,0,35
1266,0,35
1267,0,35
1268,0,35
1269,0,35
1270,0,35
1271,0,35
1272,0,35
1273,0,35
1274,0,35
1275,0,35
